disease,pageid,url
Weill–Marchesani syndrome,16390475,https://en.wikipedia.org/wiki/Weill–Marchesani_syndrome
Weismann-Netter–Stuhl syndrome,44837048,https://en.wikipedia.org/wiki/Weismann-Netter–Stuhl_syndrome
Werner syndrome,427217,https://en.wikipedia.org/wiki/Werner_syndrome
Cruciform DNA,55103642,https://en.wikipedia.org/wiki/Cruciform_DNA
Wernicke–Korsakoff syndrome,311354,https://en.wikipedia.org/wiki/Wernicke–Korsakoff_syndrome
Brain damage,304588,https://en.wikipedia.org/wiki/Brain_damage
West Nile fever,37796,https://en.wikipedia.org/wiki/West_Nile_fever
West Nile virus,50642063,https://en.wikipedia.org/wiki/West_Nile_virus
Japanese encephalitis,1432191,https://en.wikipedia.org/wiki/Japanese_encephalitis
Viral encephalitis,3169045,https://en.wikipedia.org/wiki/Viral_encephalitis
American crow,213108,https://en.wikipedia.org/wiki/American_crow
Eastern equine encephalitis,2105335,https://en.wikipedia.org/wiki/Eastern_equine_encephalitis
Epileptic spasms,3787165,https://en.wikipedia.org/wiki/Epileptic_spasms
WHIM syndrome,12126098,https://en.wikipedia.org/wiki/WHIM_syndrome
Wieacker syndrome,55932921,https://en.wikipedia.org/wiki/Wieacker_syndrome
Wiedemann–Rautenstrauch syndrome,38832208,https://en.wikipedia.org/wiki/Wiedemann–Rautenstrauch_syndrome
Wildervanck syndrome,24198517,https://en.wikipedia.org/wiki/Wildervanck_syndrome
Williams syndrome,210454,https://en.wikipedia.org/wiki/Williams_syndrome
Cytochrome P450 reductase,9736045,https://en.wikipedia.org/wiki/Cytochrome_P450_reductase
Central sulcus,469397,https://en.wikipedia.org/wiki/Central_sulcus
Wilms' tumor,549894,https://en.wikipedia.org/wiki/Wilms'_tumor
Sidney Farber,1925445,https://en.wikipedia.org/wiki/Sidney_Farber
Winchester syndrome,16793410,https://en.wikipedia.org/wiki/Winchester_syndrome
WNT4 deficiency,56379904,https://en.wikipedia.org/wiki/WNT4_deficiency
Wolf–Hirschhorn syndrome,1103461,https://en.wikipedia.org/wiki/Wolf–Hirschhorn_syndrome
Wolff–Parkinson–White syndrome,384999,https://en.wikipedia.org/wiki/Wolff–Parkinson–White_syndrome
Lorcainide,7013320,https://en.wikipedia.org/wiki/Lorcainide
Wolfram syndrome,544743,https://en.wikipedia.org/wiki/Wolfram_syndrome
X-linked myotubular myopathy,24072395,https://en.wikipedia.org/wiki/X-linked_myotubular_myopathy
Xeroderma pigmentosum,1209013,https://en.wikipedia.org/wiki/Xeroderma_pigmentosum
XPG N terminus,36323915,https://en.wikipedia.org/wiki/XPG_N_terminus
XYY syndrome,39411,https://en.wikipedia.org/wiki/XYY_syndrome
Yaws,301373,https://en.wikipedia.org/wiki/Yaws
Yellow fever,34254,https://en.wikipedia.org/wiki/Yellow_fever
Disease in colonial America,20500045,https://en.wikipedia.org/wiki/Disease_in_colonial_America
Brown howler,3236890,https://en.wikipedia.org/wiki/Brown_howler
Stephen Girard,1102647,https://en.wikipedia.org/wiki/Stephen_Girard
George Miller Sternberg,789659,https://en.wikipedia.org/wiki/George_Miller_Sternberg
Yellow nail syndrome,3260026,https://en.wikipedia.org/wiki/Yellow_nail_syndrome
Yunis–Varon syndrome,10829640,https://en.wikipedia.org/wiki/Yunis–Varon_syndrome
Zellweger spectrum disorders,56642315,https://en.wikipedia.org/wiki/Zellweger_spectrum_disorders
Zollinger–Ellison syndrome,357810,https://en.wikipedia.org/wiki/Zollinger–Ellison_syndrome
Gastrinoma,3109674,https://en.wikipedia.org/wiki/Gastrinoma
Atypical hemolytic uremic syndrome,38187439,https://en.wikipedia.org/wiki/Atypical_hemolytic_uremic_syndrome
Factor H,10036477,https://en.wikipedia.org/wiki/Factor_H
Ahus,16452007,https://en.wikipedia.org/wiki/Ahus
Auditory neuropathy spectrum disorder,21408323,https://en.wikipedia.org/wiki/Auditory_neuropathy_spectrum_disorder
Auditory neuropathy,1448106,https://en.wikipedia.org/wiki/Auditory_neuropathy
Autoimmune hepatitis,660869,https://en.wikipedia.org/wiki/Autoimmune_hepatitis
Spinocerebellar ataxia,2304494,https://en.wikipedia.org/wiki/Spinocerebellar_ataxia
Episodic ataxia,8064365,https://en.wikipedia.org/wiki/Episodic_ataxia
Autosomal dominant polycystic kidney disease,24595,https://en.wikipedia.org/wiki/Autosomal_dominant_polycystic_kidney_disease
Autosomal dominant porencephaly type I,48375507,https://en.wikipedia.org/wiki/Autosomal_dominant_porencephaly_type_I
Polycystic kidney disease,20332751,https://en.wikipedia.org/wiki/Polycystic_kidney_disease
Autosomal recessive polycystic kidney disease,20332785,https://en.wikipedia.org/wiki/Autosomal_recessive_polycystic_kidney_disease
Babesiosis,336168,https://en.wikipedia.org/wiki/Babesiosis
Balantidiasis,3119184,https://en.wikipedia.org/wiki/Balantidiasis
Baller–Gerold syndrome,38871513,https://en.wikipedia.org/wiki/Baller–Gerold_syndrome
Bannayan–Riley–Ruvalcaba syndrome,4029585,https://en.wikipedia.org/wiki/Bannayan–Riley–Ruvalcaba_syndrome
Banti's syndrome,4295530,https://en.wikipedia.org/wiki/Banti's_syndrome
Barakat syndrome,3673375,https://en.wikipedia.org/wiki/Barakat_syndrome
Bardet–Biedl syndrome,1726426,https://en.wikipedia.org/wiki/Bardet–Biedl_syndrome
Barth syndrome,229428,https://en.wikipedia.org/wiki/Barth_syndrome
Tafazzin,3445259,https://en.wikipedia.org/wiki/Tafazzin
3-Methylglutaconic aciduria,3906873,https://en.wikipedia.org/wiki/3-Methylglutaconic_aciduria
Bartonellosis,2975709,https://en.wikipedia.org/wiki/Bartonellosis
Carrion's disease,2010194,https://en.wikipedia.org/wiki/Carrion's_disease
Cat-scratch disease,28111033,https://en.wikipedia.org/wiki/Cat-scratch_disease
Self-experimentation in medicine,5645049,https://en.wikipedia.org/wiki/Self-experimentation_in_medicine
Trench fever,256854,https://en.wikipedia.org/wiki/Trench_fever
Bartter syndrome,4050210,https://en.wikipedia.org/wiki/Bartter_syndrome
Beckwith–Wiedemann syndrome,767067,https://en.wikipedia.org/wiki/Beckwith–Wiedemann_syndrome
Nonvenereal endemic syphilis,2252229,https://en.wikipedia.org/wiki/Nonvenereal_endemic_syphilis
Treponematosis,17420037,https://en.wikipedia.org/wiki/Treponematosis
Bell's palsy,52957,https://en.wikipedia.org/wiki/Bell's_palsy
Facial nerve paralysis,1256559,https://en.wikipedia.org/wiki/Facial_nerve_paralysis
Nancy Zieman,5790663,https://en.wikipedia.org/wiki/Nancy_Zieman
Herpes simplex,21323216,https://en.wikipedia.org/wiki/Herpes_simplex
"Rahul Sharma (cricketer, born 1986)",31709062,"https://en.wikipedia.org/wiki/Rahul_Sharma_(cricketer,_born_1986)"
COVID-19 vaccine misinformation and hesitancy,68714331,https://en.wikipedia.org/wiki/COVID-19_vaccine_misinformation_and_hesitancy
Blepharospasm,3005129,https://en.wikipedia.org/wiki/Blepharospasm
Benign paroxysmal positional vertigo,1028498,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo
DizzyFIX,14669707,https://en.wikipedia.org/wiki/DizzyFIX
Bernard–Soulier syndrome,3698205,https://en.wikipedia.org/wiki/Bernard–Soulier_syndrome
Giant platelet disorder,37586913,https://en.wikipedia.org/wiki/Giant_platelet_disorder
Berylliosis,195514,https://en.wikipedia.org/wiki/Berylliosis
Beryllium poisoning,49984100,https://en.wikipedia.org/wiki/Beryllium_poisoning
Vitelliform macular dystrophy,4940828,https://en.wikipedia.org/wiki/Vitelliform_macular_dystrophy
Macular degeneration,895033,https://en.wikipedia.org/wiki/Macular_degeneration
Beta thalassemia,5309210,https://en.wikipedia.org/wiki/Beta_thalassemia
Biliary atresia,683468,https://en.wikipedia.org/wiki/Biliary_atresia
Subcortical dementia,21991984,https://en.wikipedia.org/wiki/Subcortical_dementia
Vascular dementia,227181,https://en.wikipedia.org/wiki/Vascular_dementia
Biotinidase deficiency,3163434,https://en.wikipedia.org/wiki/Biotinidase_deficiency
Multiple carboxylase deficiency,17921514,https://en.wikipedia.org/wiki/Multiple_carboxylase_deficiency
Birt–Hogg–Dubé syndrome,1638257,https://en.wikipedia.org/wiki/Birt–Hogg–Dubé_syndrome
Björnstad syndrome,18887523,https://en.wikipedia.org/wiki/Björnstad_syndrome
Blastomycosis,883645,https://en.wikipedia.org/wiki/Blastomycosis
"Blepharophimosis, ptosis, epicanthus inversus syndrome",48410936,"https://en.wikipedia.org/wiki/Blepharophimosis,_ptosis,_epicanthus_inversus_syndrome"
FOXL2,14755929,https://en.wikipedia.org/wiki/FOXL2
Bloom syndrome,1212524,https://en.wikipedia.org/wiki/Bloom_syndrome
Blue diaper syndrome,3724818,https://en.wikipedia.org/wiki/Blue_diaper_syndrome
Blue rubber bleb nevus syndrome,24811533,https://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome
Bohring–Opitz syndrome,38439079,https://en.wikipedia.org/wiki/Bohring–Opitz_syndrome
Botulism,40142,https://en.wikipedia.org/wiki/Botulism
Canning,198153,https://en.wikipedia.org/wiki/Canning
Honey,14361,https://en.wikipedia.org/wiki/Honey
Flaccid paralysis,10630114,https://en.wikipedia.org/wiki/Flaccid_paralysis
Exogenous bacteria,6862740,https://en.wikipedia.org/wiki/Exogenous_bacteria
Frédéric Pagès,26138046,https://en.wikipedia.org/wiki/Frédéric_Pagès
Bowen–Conradi syndrome,46447611,https://en.wikipedia.org/wiki/Bowen–Conradi_syndrome
Bowenoid papulosis,22589842,https://en.wikipedia.org/wiki/Bowenoid_papulosis
Branchio-oculo-facial syndrome,41341790,https://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome
Bronchopulmonary dysplasia,3251174,https://en.wikipedia.org/wiki/Bronchopulmonary_dysplasia
Chronic lung disease,33253026,https://en.wikipedia.org/wiki/Chronic_lung_disease
